id,source_id,title,url,body,published_at,reading_status,bookmarked
019d0000-0002-7000-8000-000000000020,019d0000-0001-7000-8000-000000000003,S3 Files で消えるアーキテクチャ層、残るドメイン層,https://example.com/hatena/s3-files-architecture,"AWS の S3 Files 機能により、ファイルシステムの抽象化レイヤーがさらに薄くなりました。ローカルファイルと同じ API で S3 上のファイルを操作できるため、インフラ層のアダプター実装が大幅に簡素化されます。",2026-04-10 18:00:00,unread,false
019d0000-0002-7000-8000-000000000021,019d0000-0001-7000-8000-000000000003,転職してエクセルファイルを読み解いた話,https://example.com/hatena/excel-decoding,"前職のコードベースがなく、業務ロジックがエクセルマクロに閉じ込められていた。VBA を読み解きながらドメインモデルを抽出した体験記。",2026-04-09 20:00:00,unread,false
019d0000-0002-7000-8000-000000000022,019d0000-0001-7000-8000-000000000003,Claude Team プラン完全ガイド 2026年4月版,https://example.com/hatena/claude-team-guide,"Claude Team プランの機能比較、料金体系、Pro/Team の使い分け基準を整理。Projects 機能とカスタム指示の活用法も解説します。",2026-04-08 15:00:00,unread,false
019d0000-0002-7000-8000-000000000023,019d0000-0001-7000-8000-000000000003,チームに DDD を導入する際の現実的なステップ,https://example.com/hatena/ddd-adoption-steps,"いきなり戦術的パターンを導入するのではなく、まずユビキタス言語の整理から始める。

最初のステップは、ドメインエキスパートと開発者が同じ言葉で会話できる状態を作ることです。用語集を作り、コード上の命名もそこに合わせます。

次に境界づけられたコンテキストの合意を取ります。どこでモデルの意味が変わるかをチーム全体で議論し、コンテキストマップを描きます。

実装パターン（集約、値オブジェクト、リポジトリ等）の導入はその後です。言語とコンテキストが定まっていない状態でパターンだけ入れても、的外れな抽象化になりがちです。

段階的に進めることで、チームの理解度に合わせてペースを調整できます。全員が一度に全てを理解する必要はありません。",2026-04-07 12:00:00,unread,false
019d0000-0002-7000-8000-000000000024,019d0000-0001-7000-8000-000000000003,Langfuse でLLMアプリのオブザーバビリティを確保する,https://example.com/hatena/langfuse-observability,"LLM アプリケーションのトレーシング・評価・コスト追跡を Langfuse で実現する方法を紹介。プロンプトのバージョン管理と A/B テストも可能です。",2026-04-06 09:00:00,unread,false
019d0000-0002-7000-8000-000000000025,019d0000-0001-7000-8000-000000000003,Terraform で IaC を始めるための最初の一歩,https://example.com/hatena/terraform-first-step,"Terraform の基本概念（Provider / Resource / State）を 15 分で理解できるチュートリアル。AWS の VPC + EC2 を例に、plan → apply → destroy の流れを体験します。",2026-04-05 11:00:00,read,false
019d0000-0002-7000-8000-000000000026,019d0000-0001-7000-8000-000000000003,OSS メンテナが燃え尽きないための仕組みづくり,https://example.com/hatena/oss-maintainer-burnout,"OSS メンテナの燃え尽き問題に対する構造的なアプローチ。Issue テンプレート、CODEOWNERS、GitHub Sponsors の活用で持続可能な運営を目指す。",2026-04-04 16:00:00,unread,false
019d0000-0002-7000-8000-000000000027,019d0000-0001-7000-8000-000000000003,GraphQL vs REST：2026年の選択基準,https://example.com/hatena/graphql-vs-rest-2026,"GraphQL と REST の選択基準を改めて整理。フロントエンド主導の開発では GraphQL が有利だが、キャッシュ戦略やエラーハンドリングでは REST の方がシンプルという面も。",2026-04-03 13:00:00,unread,false
019d0000-0002-7000-8000-000000000028,019d0000-0001-7000-8000-000000000004,GitHub Copilot Workspace: From Issue to Code,https://github.blog/copilot-workspace,"GitHub Copilot Workspace transforms issues into implementation plans and pull requests.

It analyzes your codebase structure and proposes changes across multiple files. The workflow starts from a GitHub Issue: Copilot reads the issue description, examines the relevant code, and generates a step-by-step implementation plan.

You can review and edit the plan before Copilot generates the actual code changes. Each change is presented as a diff, and you can accept, reject, or modify individual hunks.

The key advantage over inline code completion is context awareness. Copilot Workspace understands the project structure, test patterns, and coding conventions. It generates not just the feature code but also corresponding tests and documentation updates.

Currently in technical preview, Workspace is available for GitHub Copilot Enterprise subscribers.",2026-04-11 08:00:00,unread,false
019d0000-0002-7000-8000-000000000029,019d0000-0001-7000-8000-000000000004,GitHub Actions: Larger Runners and GPU Support,https://github.blog/actions-gpu-runners,"GitHub Actions now supports GPU-accelerated runners for ML workloads. Combined with larger runner sizes up to 64 cores, CI/CD pipelines can handle compute-intensive tasks.",2026-04-10 10:00:00,unread,false
019d0000-0002-7000-8000-000000000030,019d0000-0001-7000-8000-000000000004,Securing Your Supply Chain with GitHub Artifact Attestations,https://github.blog/artifact-attestations,"GitHub Artifact Attestations provide cryptographic proof of where and how your artifacts were built. Integrated with Sigstore, it enables verification without managing keys.",2026-04-09 07:00:00,unread,false
019d0000-0002-7000-8000-000000000031,019d0000-0001-7000-8000-000000000004,GitHub Models: AI in Your Development Workflow,https://github.blog/github-models,"GitHub Models brings AI model experimentation directly into GitHub. Compare outputs from different models, test prompts in the playground, and deploy to Azure with one click.",2026-04-08 12:00:00,unread,true
019d0000-0002-7000-8000-000000000032,019d0000-0001-7000-8000-000000000004,What's New in GitHub Issues: Sub-issues and Issue Types,https://github.blog/issues-sub-issues,"GitHub Issues now supports sub-issues for breaking down large tasks and custom issue types for better categorization. Combined with Projects, it provides a complete planning solution.",2026-04-07 09:00:00,unread,false
019d0000-0002-7000-8000-000000000033,019d0000-0001-7000-8000-000000000004,GitHub Advanced Security: Code Scanning with CodeQL,https://github.blog/codeql-scanning,"CodeQL enables semantic code analysis that finds vulnerabilities traditional scanners miss. Write custom queries to enforce your organization's security policies.",2026-04-06 14:00:00,unread,false
019d0000-0002-7000-8000-000000000034,019d0000-0001-7000-8000-000000000004,Passkeys on GitHub: The End of Passwords,https://github.blog/passkeys,"GitHub now supports passkeys as a primary authentication method. Backed by WebAuthn, passkeys are phishing-resistant and eliminate the need for passwords and 2FA codes.",2026-04-05 08:00:00,unread,false
019d0000-0002-7000-8000-000000000035,019d0000-0001-7000-8000-000000000004,GitHub Merge Queue: Scaling CI for Large Teams,https://github.blog/merge-queue,"GitHub Merge Queue automatically groups pull requests and tests them together before merging. This prevents broken main branches in repositories with high commit velocity.",2026-04-04 11:00:00,read,false
019d0000-0002-7000-8000-000000000036,019d0000-0001-7000-8000-000000000004,Introducing GitHub Copilot Extensions,https://github.blog/copilot-extensions,"GitHub Copilot Extensions allow third-party tools to integrate directly into the Copilot Chat experience. Build extensions that surface your tool's capabilities through natural language.",2026-04-03 15:00:00,unread,false
